User ID,Battery Capacity (kWh),Charging Station ID,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_BMW i3,Vehicle Model_Chevy Bolt,Vehicle Model_Hyundai Kona,Vehicle Model_Nissan Leaf,Vehicle Model_Tesla Model 3,Charging Station Location_Chicago,Charging Station Location_Houston,Charging Station Location_Los Angeles,Charging Station Location_New York,Charging Station Location_San Francisco,Charger Type_DC Fast Charger,Charger Type_Level 1,Charger Type_Level 2,User Type_Casual Driver,User Type_Commuter,User Type_Long-Distance Traveler
User_38,75.0,Station_97,2024-01-02 13:00:00,2024-01-02 13:43:00,73.38661952275571,1.0404523051899732,38.45083190087793,15.882703983823514,3.0,2.0,49.27538752823665,94.59708190417813,42.09574394400221,33.92957037271362,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_39,85.0,Station_279,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,12.510248962442,26.50571298106416,1.0,0.0,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_41,79.7992037611215,Station_410,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,6.897878329777162,29.222361949491813,3.0,6.0,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
User_42,100.0,Station_461,2024-01-02 17:00:00,2024-01-02 18:15:00,39.398742356080696,2.3977153605176023,20.46036486895017,26.61971774881356,0.0,5.0,28.252298260726327,96.287092238838,111.01653950164392,19.78108389153856,2.941663235080507,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_45,75.0,Station_44,2024-01-02 20:00:00,2024-01-02 22:29:00,42.50504817302191,3.296056589144087,5.114613366354828,30.037968888365,0.0,2.0,15.220938965012722,132.95201054959608,49.384266364222384,32.01457653994244,3.680052855954801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
User_48,62.0,Station_97,2024-01-02 23:00:00,2024-01-02 23:37:00,30.71093402710381,1.6336686079712066,6.35266144526304,18.131831711875755,0.0,2.0,76.12005335845825,76.68243090588436,18.93451548845076,27.895176779200867,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_51,85.0,Station_109,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,40.17800199145749,24.50189331007889,0.0,1.0,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
User_54,62.0,Station_219,2024-01-03 05:00:00,2024-01-03 06:48:00,74.99970643372605,1.9113031543827848,35.92512612379792,34.08661865816688,3.0,1.0,87.28930579942039,80.41641729522466,51.82835201742095,17.805383646122152,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_55,100.0,Station_185,2024-01-03 06:00:00,2024-01-03 07:55:00,17.769436409407696,3.3140797633169585,34.45824193725993,9.798498137959154,2.0,3.0,27.69749248619649,70.51026724863107,166.3114629994677,19.703359179359488,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_56,76.87610037599295,Station_69,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,36.303372348344666,38.94193996256931,2.0,5.0,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_57,69.88407424915135,Station_317,2024-01-03 08:00:00,2024-01-03 11:51:00,76.45046498743068,3.873449980578508,11.339063162639302,30.192234438786446,2.0,2.0,63.67446343632872,55.389776083986256,191.93791499432749,10.424645029884408,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
User_58,62.0,Station_130,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,47.15400980350788,28.30319111612704,1.0,5.0,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_59,100.0,Station_55,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,25.37395430520664,8.637821690612405,0.0,5.0,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_62,75.0,Station_336,2024-01-03 13:00:00,2024-01-03 15:00:00,62.723162291274086,2.117893349954352,30.9970269340748,30.04444235282833,0.0,0.0,82.84418006572773,72.83328568716698,282.9423217735824,32.852732623649764,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_65,50.0,Station_119,2024-01-03 16:00:00,2024-01-03 18:42:00,76.93342189972203,2.1234202003251825,34.17685550275657,34.22830190454739,3.0,4.0,27.1746153338806,92.14463369734484,295.8937220745894,7.9416880917232575,2.5918513275137545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_67,100.0,Station_334,2024-01-03 18:00:00,2024-01-03 21:04:00,37.06292777850246,1.6090994326029475,15.230062587672052,37.87533457659361,0.0,2.0,7.520444726979813,67.79787265012489,98.14598101957088,16.483705935041975,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
User_68,85.0,Station_413,2024-01-03 19:00:00,2024-01-03 21:30:00,67.69516175123809,0.8575824648349768,32.97506874142168,13.775619212920864,1.0,5.0,22.48839981099202,86.77766611416524,81.28450037675881,-7.332648303750763,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_72,75.0,Station_67,2024-01-03 23:00:00,2024-01-04 00:36:00,61.13047583037784,0.947277208902377,23.281804960483075,37.14898172847161,2.0,5.0,34.89904374917877,92.355661174546,58.85531551787028,7.662649708995332,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_73,85.0,Station_343,2024-01-04 00:00:00,2024-01-04 02:24:00,22.88203842151127,1.5694707135750048,29.98922250219449,10.709582024361996,2.0,3.0,15.67448546968074,96.59770241767578,98.47402709278698,19.21316448676773,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
User_79,100.0,Station_151,2024-01-04 06:00:00,2024-01-04 09:55:00,30.651699818598622,1.0288186666188504,28.522353335495254,39.322054380129146,2.0,4.0,38.12132999285809,81.19721083979802,12.149516678078117,-4.932743443178868,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_88,62.0,Station_105,2024-01-04 15:00:00,2024-01-04 16:26:00,79.81869447094793,2.6064796291623145,13.009732230851895,35.97131697104875,1.0,4.0,86.11175650087344,69.39563151935643,274.02065391535655,10.69221008986976,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
User_90,75.0,Station_61,2024-01-04 17:00:00,2024-01-04 18:53:00,27.84315247164263,2.543139660740745,17.00464384697846,12.278331917423372,3.0,1.0,47.99218334647701,85.86518688525221,79.354979042724,7.516861653406636,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
User_95,85.0,Station_103,2024-01-04 22:00:00,2024-01-05 01:51:00,7.930901450146639,2.3423957855284567,44.12212998806049,33.81843011264206,2.0,1.0,42.73907176379696,72.96602310099009,55.67750505100865,16.808358267905795,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
User_97,75.0,Station_71,2024-01-05 00:00:00,2024-01-05 02:16:00,55.72920335411825,3.8290118099189465,21.723067323519977,38.093717509092535,0.0,1.0,63.40496814289373,68.34785563762274,74.05219273087201,34.66345577088492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
User_98,85.0,Station_90,2024-01-05 01:00:00,2024-01-05 03:33:00,31.046574961450595,0.6902816245406431,28.004859152178906,6.254545331359625,3.0,5.0,47.1578609567738,66.19348839519058,145.8137134854192,15.627395920888151,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_100,100.0,Station_158,2024-01-05 03:00:00,2024-01-05 05:09:00,50.90348235510272,3.6213171012978576,25.332046093238866,28.33888703339029,3.0,6.0,54.44920445667424,60.55781887703402,10.441929226166076,30.044882883320888,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
User_101,77.29894528855995,Station_228,2024-01-05 04:00:00,2024-01-05 07:53:00,71.47764853216556,0.6525822262740804,26.54682428698075,11.363775646021429,0.0,6.0,27.57501003435853,53.788025246062965,197.645675922734,28.97677092966469,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
User_102,100.0,Station_405,2024-01-05 05:00:00,2024-01-05 06:12:00,74.15366015953305,4.123064395584728,31.277429485665618,26.00015639782484,0.0,2.0,12.95698801764483,52.98996709630494,91.38484095029033,35.79315361674979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
User_104,95.15365777022429,Station_444,2024-01-05 07:00:00,2024-01-05 07:52:00,8.469643800499997,1.9561781679786927,16.0193428037057,31.238397573685155,3.0,3.0,84.39953459357244,73.56686201603071,297.552447455548,22.171767696967564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
User_106,62.0,Station_97,2024-01-05 09:00:00,2024-01-05 12:35:00,41.264155052372864,3.6044547433316194,29.081690927779928,29.01626914537352,3.0,6.0,64.41936676135445,73.23718921497326,268.51527775257875,19.63653156666094,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
User_107,85.0,Station_74,2024-01-05 10:00:00,2024-01-05 11:06:00,6.503953233800639,1.487800086413389,35.93476782027548,35.24185936463465,1.0,2.0,67.51829977415198,57.34995235816769,204.7682813822981,35.95974294747681,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_109,50.0,Station_191,2024-01-05 12:00:00,2024-01-05 13:34:00,13.262909019022482,3.069015227098616,47.67047064050836,32.909305411937936,1.0,3.0,24.998949637776327,90.02000106419143,220.6738557070498,31.873334471117047,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
User_112,100.0,Station_307,2024-01-05 15:00:00,2024-01-05 15:51:00,7.358446629421065,2.4307933707665974,11.480485862632262,13.786796355374287,1.0,0.0,77.48990308717126,71.62801502596717,166.67396698644544,-7.811348601849324,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_113,100.0,Station_448,2024-01-05 16:00:00,2024-01-05 18:14:00,36.13726899530781,2.4493464545125736,36.3770757935734,7.870917869946003,3.0,6.0,48.61219346503014,95.83119935657344,48.11698069126825,32.30733828974979,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_114,85.0,Station_204,2024-01-05 17:00:00,2024-01-05 18:57:00,29.16952953646135,1.837402025783315,28.504564541418848,9.16414808014515,2.0,5.0,64.06837901017158,83.78854260869758,241.99817066158312,42.73966105258837,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_117,85.0,Station_41,2024-01-05 20:00:00,2024-01-05 21:48:00,17.933479173039434,2.7822095659811867,25.58416841581989,25.49744244234459,0.0,5.0,29.951321951186408,76.87588684727461,104.39786671394216,38.36358111720883,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
User_120,63.09631665342351,Station_62,2024-01-05 23:00:00,2024-01-06 00:20:00,47.71409590115245,1.1768393082458872,26.6209679561674,15.35252653215444,3.0,2.0,49.537602623606446,57.93745966356943,214.4674793692331,34.27808118668334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_122,75.0,Station_284,2024-01-06 01:00:00,2024-01-06 03:11:00,39.64439031543013,1.9257418407030744,13.798289110981957,6.965265890858126,1.0,2.0,20.41744853950585,57.50198821454384,147.3111637473787,22.572011579091168,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
User_123,62.0,Station_209,2024-01-06 02:00:00,2024-01-06 05:47:00,24.84871287490711,3.3183683043720347,32.23574667839979,19.91298422854465,0.0,2.0,60.66782801513298,53.92638457958917,260.7073136359905,11.203464841549469,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_127,100.0,Station_498,2024-01-06 06:00:00,2024-01-06 07:15:00,37.787903717013286,3.623898268861632,35.9959370444312,29.11760169524477,1.0,0.0,88.0387594680304,61.07474261644202,66.00213032071531,-0.3253394685460726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_128,85.0,Station_442,2024-01-06 07:00:00,2024-01-06 08:05:00,9.15123419135714,2.578732446114916,34.04604092712868,27.666128147617115,2.0,1.0,71.45097036918969,50.01990928459148,223.09734895995047,-1.09233343769354,1.750299407238911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
User_131,100.0,Station_292,2024-01-06 10:00:00,2024-01-06 13:15:00,47.52745876259207,3.80489963875978,14.328175525274112,31.09859147083224,1.0,1.0,59.93299647263002,81.18398204407661,139.38372692333525,18.979822937317028,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_133,50.0,Station_199,2024-01-06 12:00:00,2024-01-06 12:41:00,65.48719595789339,2.0662813799021897,37.57728956063927,31.14502051485556,2.0,3.0,42.8353512271293,83.70937054043276,102.23907267794996,17.522727671566376,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_136,100.0,Station_89,2024-01-06 15:00:00,2024-01-06 18:48:00,48.48756787108178,0.5639379356338684,16.75976742648834,7.600448838257698,0.0,5.0,35.889037420116495,90.8523127201585,103.91165064214256,0.5341116925185432,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
User_137,75.0,Station_215,2024-01-06 16:00:00,2024-01-06 18:48:00,15.010165946159637,0.6486756832113033,13.762568583983876,13.72612322820337,2.0,4.0,84.23618039725056,77.85782098101181,220.2005623988468,19.98563673169685,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_138,85.0,Station_444,2024-01-06 17:00:00,2024-01-06 18:05:00,30.06513890238722,1.2674299555740305,35.87112112811267,35.03863444597721,3.0,4.0,13.948323455933185,93.59847436377936,122.76475966549545,33.018171296489285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_141,100.0,Station_474,2024-01-06 20:00:00,2024-01-06 21:02:00,47.37743937319623,1.2995270359925628,48.1603346331429,28.11485498505232,0.0,0.0,23.63676231573029,68.05817011355497,156.70384817957606,8.51163039714243,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_145,93.09486955069778,Station_25,2024-01-07 00:00:00,2024-01-07 01:27:00,68.03002486170053,1.5169722905210936,16.395516801190116,18.969875801989456,0.0,1.0,50.70024741009175,60.745990617404885,148.08643232831258,34.79282128606109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
User_146,85.0,Station_101,2024-01-07 01:00:00,2024-01-07 04:33:00,40.24838259933458,3.635489899529857,33.732264264339975,17.2431150816409,3.0,1.0,45.02731340187831,77.80287971223682,28.45468192760388,38.96813600946469,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
User_148,85.0,Station_427,2024-01-07 03:00:00,2024-01-07 06:50:00,40.73992583773964,3.8843298731684666,38.870129190378194,20.261989068125345,1.0,0.0,20.218355153539143,99.52824374458474,246.41021206902943,7.464952137455482,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
User_151,50.0,Station_41,2024-01-07 06:00:00,2024-01-07 07:24:00,34.96988837156509,2.4966027035075133,19.6515444967108,16.52800213755549,3.0,0.0,36.732618067770495,69.40761440444862,249.0598375990517,9.598491187054968,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
User_153,62.0,Station_344,2024-01-07 08:00:00,2024-01-07 11:37:00,76.59801205371735,3.32083538932119,31.59720483051509,19.34114104000848,0.0,4.0,69.31359126903999,92.69136039163782,290.9884769869868,31.24889263000149,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
User_155,50.0,Station_366,2024-01-07 10:00:00,2024-01-07 10:44:00,56.06879094629386,3.254362544448932,28.16853365416375,7.964297405534403,1.0,0.0,75.63146823991906,55.82273779293016,219.43189705655263,7.109435812188849,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
User_156,62.0,Station_120,2024-01-07 11:00:00,2024-01-07 11:32:00,65.04979561439833,3.436820245282369,22.5594518061318,20.79767963203312,3.0,5.0,83.5872819190941,80.0421189827712,188.0781767225488,25.34429384752454,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_158,50.8706170770115,Station_145,2024-01-07 13:00:00,2024-01-07 16:08:00,23.57128153810389,0.8419612388537623,49.78371903386572,21.99640804730698,3.0,4.0,51.0715257268038,79.00243296681866,267.3473926242877,-3.0896176819195844,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_160,100.0,Station_229,2024-01-07 15:00:00,2024-01-07 16:36:00,41.08911136063269,5.2203593752244375,7.854182226306737,37.37059590319564,1.0,2.0,10.714395070146608,64.15980029037753,35.4390247539194,-2.5608008235031585,6.644424525023004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
User_163,85.0,Station_352,2024-01-07 18:00:00,2024-01-07 21:52:00,45.57396766460627,3.265855665654016,11.089826996423842,34.02915242344273,2.0,0.0,45.70606019537613,87.23241204777877,217.5899277259296,-9.09046835864223,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_166,85.0,Station_472,2024-01-07 21:00:00,2024-01-07 23:25:00,14.495687027174723,2.546129258443054,21.24491493482296,30.87446728481199,3.0,2.0,30.75797031727749,56.511397317926814,119.35663296927396,-5.598798540488655,0.6749470227894747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_168,75.0,Station_324,2024-01-07 23:00:00,2024-01-08 01:47:00,67.89119052685948,3.0072916928991527,9.68468697592609,11.33027693232195,1.0,2.0,64.31430157283006,77.58261619096179,32.89268076447516,16.317675470507673,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
User_169,100.0,Station_337,2024-01-08 00:00:00,2024-01-08 03:15:00,22.742594390832505,1.030563727656758,29.635980652736865,8.22905361534547,2.0,3.0,76.22513954753002,85.77858051012342,280.9779275184948,-2.910447928547496,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
User_171,85.0,Station_117,2024-01-08 02:00:00,2024-01-08 03:26:00,127.75747441174424,0.9845492206293912,9.286497700383908,20.34244787321107,3.0,0.0,27.64544589095541,90.29992272783537,103.95782513502562,18.405333154548053,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
User_172,100.0,Station_306,2024-01-08 03:00:00,2024-01-08 04:19:00,13.87716708884735,0.5212915882023574,9.913419024012205,26.91381758017875,3.0,0.0,40.79935581886868,71.37903684865236,136.27861262043376,24.759622240779493,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
User_173,75.0,Station_368,2024-01-08 04:00:00,2024-01-08 05:40:00,42.50504817302191,3.473821821725668,32.59959954238724,37.20674099184738,3.0,0.0,68.79319057276534,75.66889916419906,62.41285142986092,27.90141336477093,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
