Battery Capacity (kWh),Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_BMW i3,Vehicle Model_Chevy Bolt,Vehicle Model_Hyundai Kona,Vehicle Model_Nissan Leaf,Vehicle Model_Tesla Model 3,Charging Station Location_Chicago,Charging Station Location_Houston,Charging Station Location_Los Angeles,Charging Station Location_New York,Charging Station Location_San Francisco,User Type_Casual Driver,User Type_Commuter,User Type_Long-Distance Traveler,Charging Efficiency (kWh/h),Energy per Charge %,Distance per kWh,Total Charge Gained,Charger Efficiency,Temperature Adjusted Consumption,Charger Type_DC Fast Charger,Charger Type_Level 1,Charger Type_Level 2,Charging Duration (hours)
42,12.836894815690842,5.223555286925562,1.540427377882901,7,2,50.70272937130851,83.91159012270968,73.82452985039768,21.28343802555602,4,1,0,0,0,0,0,1,0,0,0,0,1,0,5.141666577166778,33.208860751401176,5.75096477071388,12.836894815690842,0.9843231850223259,12.672141226325637,0,0,1,2.4966408503999844
75,21.8860987535369,5.613300504902735,3.282914813030535,8,2,55.37587947348715,87.76341726700474,116.55826273730328,19.565392505847825,5,0,0,0,0,1,1,0,0,0,0,0,0,1,5.551649363152852,32.38753779351759,5.325675628620972,21.8860987535369,0.9890169532708899,21.98121737889732,0,0,1,3.942269643107919
75,10.058256418675091,80.40302724479996,3.2186420539760294,4,4,60.51822228980252,74.72858969768302,55.88873183988671,10.969704893343135,2,0,0,0,0,1,0,0,0,0,1,0,1,0,76.72598527514187,14.210367407880497,5.556502987547475,10.058256418675091,0.9542673690822269,10.96654665586571,1,0,0,0.13109321936506724
60,9.899172921114728,81.81044469034721,1.1879007505337673,9,4,38.21914324610714,54.913532571652254,61.92680755755792,26.66370216815289,4,0,1,0,0,0,0,1,0,0,0,0,1,0,81.82283418075917,16.694389325545117,6.255755713234319,9.899172921114728,1.000151441426078,9.239521520541201,1,0,0,0.12098301189672724
60,26.54796377368564,1.8805797078550825,3.185755652842277,19,5,40.12301280930683,89.00402306917047,148.5614978908026,25.185117766533086,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1.9703134321343552,48.88101025986364,5.595965820853532,26.54796377368564,1.0477159909279354,25.1714205874035,0,1,0,13.473979997653156
60,10.554788376824757,1.8458554326013727,1.5832182565237134,5,4,17.48284341468343,36.62231328487426,63.22463920413358,9.396617785242679,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1.9765460405290205,19.13946987019083,5.9901380252167336,10.554788376824757,1.05,11.673952930378265,0,1,0,5.340016453145599
64,29.254868442260975,6.641962320356306,3.5105842130713167,15,0,33.12255298284171,82.22063770245643,155.6081533945239,28.514360084142012,1,0,0,1,0,0,0,1,0,0,0,1,0,0,6.485254190022293,49.09808471961472,5.319051552108011,29.254868442260975,0.9764063505970618,26.764003600944847,0,0,1,4.5109825436403455
64,19.479959623465085,90.60118017061106,6.233587079508827,23,4,48.60191079470706,79.8784190556776,119.96866664733938,19.053355477083098,4,0,0,1,0,0,0,0,0,0,1,1,0,0,86.7995215853176,31.276508260970537,6.1585685476898036,19.479959623465085,0.9580396350452107,19.664365594307043,1,0,0,0.22442473492573
64,9.521284143201243,51.36985504089145,1.142554097184149,2,0,56.823986568836474,72.25554845139396,53.975586920880296,19.03309562516138,1,0,0,1,0,0,0,1,0,0,0,1,0,0,50.66539049447142,15.431561882557489,5.668939830917875,9.521284143201243,0.9862864213679546,9.61334585612267,1,0,0,0.18792481515049608
60,7.893623872501559,1.440111123227857,2.525959639200499,9,4,23.032545861472634,37.00463397162035,49.16577715353941,16.589157308650538,4,0,1,0,0,0,0,0,0,0,1,0,1,0,1.3745843367908779,13.972088110147716,6.22854318215169,7.893623872501559,0.9544987984745874,8.162862965439395,0,1,0,5.742553338655171
40,7.164937759625675,4.655126562405133,1.0747406639438513,10,5,18.269373949554122,36.623936777783726,46.96696080452578,17.376052827319555,1,0,0,0,1,0,1,0,0,0,0,1,0,0,5.014656143279052,18.354562828229604,6.55511078814724,7.164937759625675,1.05,7.352941941393687,0,0,1,1.4287994141390057
42,18.97970078772262,3.5582487780840046,5.693910236316786,10,5,49.782520270029536,96.80801347104297,117.6924328676125,28.96719350647816,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.305404999201855,47.02549320101343,6.200963554901986,18.97970078772262,0.9289415117797644,17.277754291136972,0,0,1,5.7420197501684624
60,15.773898520928705,51.71497819151981,1.8928678225114446,16,0,10.112793011494638,36.67880198462371,88.84404812907096,26.264599876788125,2,0,1,0,0,0,0,1,0,0,0,1,0,0,50.87657789123321,26.566008973129073,5.632345612671037,15.773898520928705,0.983788056582337,14.785726893621922,1,0,0,0.3100424433941101
64,16.222440724390875,141.6603301642411,4.866732217317263,3,3,20.70235505843979,46.519725778156364,90.20226436459996,26.09477666911532,0,0,0,1,0,0,0,0,1,0,0,1,0,0,153.08526978927148,25.817370719716575,5.56033866278694,16.222440724390875,1.05,15.233719191959638,1,0,0,0.10596996527962338
64,13.340780941989717,120.61585021190541,4.269049901436709,3,5,11.744282820637224,34.27253326344419,75.90047511945008,19.476514820363025,1,0,0,1,0,0,0,0,0,0,1,0,1,0,121.54138287863672,22.528250442806964,5.689357725720206,13.340780941989717,1.0076733917234366,13.410617953068869,1,0,0,0.10976328083506297
40,5.890135294479831,4.643137163252165,0.7068162353375796,16,3,20.013107071292254,35.89558109395579,31.785036773224636,25.113373788275172,2,0,0,0,1,0,0,1,0,0,0,0,1,0,4.343609059972554,15.882474022663537,5.396316923825709,5.890135294479831,0.9354901454020768,5.588950660237954,0,0,1,1.3560463690802433
60,16.159572481130137,3.990784937123527,5.655850368395548,8,2,20.879156795530314,50.39320468322657,87.68360703339621,11.325495407675426,2,0,1,0,0,0,0,0,0,1,0,1,0,0,3.6968401605117687,29.514047887696258,5.426109331530036,16.159572481130137,0.9263441199556026,17.56133533810579,0,0,1,4.3711850606202844
64,9.084141412847726,1.6558178589475385,2.725242423854318,18,0,33.26041568502365,48.462326985469204,59.25807081589812,22.667543827984534,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.7376072019677014,15.201911300445552,6.523243983420301,9.084141412847726,1.0493951327908428,8.84181795926392,0,1,0,5.227960267752494
40,17.36689167457067,1.402673080427182,2.0840270009484803,4,6,34.13962748119336,77.55883693648647,100.5980437041003,16.77209574424826,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1.3458084154679606,43.419209455293114,5.7925186377134015,17.36689167457067,0.9594597873498053,17.927478310025933,0,1,0,12.904430879585417
42,9.8033034601559,143.8413743858144,2.94099103804677,21,5,62.45574823661427,87.27162768762653,57.69039515893314,1.5215601007334207,3,1,0,0,0,0,0,0,1,0,0,1,0,0,156.34982140920624,24.815879451012265,5.884791325027054,9.8033034601559,1.05,11.61480099818353,1,0,0,0.06270108511667707
40,9.217590513095272,91.48151193889473,1.1061108615714326,23,1,40.606582749929515,65.59872546120137,56.8659801093982,5.311186729424293,3,0,0,0,1,0,0,1,0,0,0,1,0,0,100.89399614963979,24.992142711271853,6.169289038020259,9.217590513095272,1.05,10.57154517161014,1,0,0,0.09135915777807341
60,16.963440879161002,90.23349552373327,2.54451613187415,5,2,53.404285936737175,82.36454307606341,104.5181424512702,12.696169759286239,1,0,1,0,0,0,1,0,0,0,0,0,0,1,89.15650361481747,28.960257139326238,6.161376291272787,16.963440879161002,0.988064388920492,18.202421803958764,1,0,0,0.1902658829292824
42,11.127805206981169,89.05936075817822,3.3383415620943504,2,3,16.24824147521725,44.013350001847314,58.101368618757185,21.32123187478968,1,1,0,0,0,0,0,0,1,0,0,0,1,0,85.71926536366077,27.765108526630065,5.221278368739467,11.127805206981169,0.962495852585482,10.980781097622026,1,0,0,0.12981685225336304
75,34.169862944276254,3.75651482243473,11.959452030496688,21,5,23.52632532782163,73.32064425019449,225.41084347892962,12.703361693328247,6,0,0,0,0,1,0,0,0,1,0,1,0,0,3.5467013808543126,49.79431892237286,6.596773415407798,34.169862944276254,0.9441467819247337,36.66311425320555,0,0,1,9.634265554109204
75,22.383670429208067,5.8617922872297585,7.8342846502228225,0,0,52.176606458720606,83.9918513074527,121.30131361524289,13.27106610092233,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6.055300009799192,31.8152448487321,5.419187795803091,22.383670429208067,1.0330116989970797,23.889852816576873,0,0,1,3.6965419373086297
75,9.551969094220636,123.30036196283534,3.0566301101506035,19,6,13.168237628111685,26.696305779706513,61.147206637342414,24.106087374998737,2,0,0,0,0,1,0,0,0,0,1,1,0,0,136.80202676489603,13.528068151594828,6.401528944889403,9.551969094220636,1.05,9.159756897179061,1,0,0,0.069823301014658
64,21.39605929988571,117.61253975882903,2.567527115986285,21,4,39.19585973462519,73.47095339770239,138.87770813574187,13.559903044402503,4,0,0,1,0,0,0,1,0,0,0,0,1,0,118.09628014114945,34.2750936630772,6.490807778630699,21.39605929988571,1.0041130000535006,22.773986263475486,1,0,0,0.18117470994270946
42,6.085900687251885,1.4692177466646972,1.8257702061755654,15,6,45.96213793977603,62.02550965457122,38.869547123500894,28.64645793627529,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1.626733165615935,16.063371714795196,6.386819161364365,6.085900687251885,1.05,5.559685844285163,0,1,0,3.7411794484116037
40,4.166426477664083,5.641708621731693,1.3332564728525065,22,1,46.128738643148864,57.36624443240254,25.590857069928713,27.320989918561075,3,0,0,0,1,0,0,0,0,0,1,1,0,0,6.142996136661128,11.237505789253674,6.142159763797461,4.166426477664083,1.05,3.8614028152700364,0,0,1,0.6782401266377224
64,29.743439377148214,1.6847422420861269,8.923031813144464,10,3,11.375968676082522,60.205654823172445,152.47368009922008,18.175050564570547,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1.7452359518310412,48.82968614708992,5.126296194795989,29.743439377148214,1.0359068041589603,30.286242106138783,0,1,0,17.042646494843535
42,15.93820220256421,136.84107879413818,1.9125842643077051,12,2,29.32648025375113,70.26803591513368,91.62355867211659,24.02769161326663,2,1,0,0,0,0,0,1,0,0,0,0,0,1,138.58244904218856,40.94155566138255,5.748675886253706,15.93820220256421,1.0127254934219723,15.296260569146053,1,0,0,0.11500880748407147
64,30.32069965975806,4.902772335989894,10.61224488091532,9,6,48.18943906294924,97.39379875949992,187.64604668891417,22.937923634851057,4,0,0,1,0,0,0,0,0,1,0,0,1,0,5.128992240955224,49.204359696550675,6.188710972852645,30.32069965975806,1.046141221631833,29.429900658201824,0,0,1,5.9116290755220815
42,11.594766935080528,1.585742971829717,1.7392150402620792,2,0,18.939984168954606,48.0551220898443,67.21964482376085,16.03467779232477,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1.560197770572129,29.115137920889698,5.797412332660569,11.594766935080528,0.9838907050440133,12.05453680328546,0,1,0,7.431600758427371
75,21.96980505389552,5.788550117257287,7.6894317688634315,8,1,51.724938899683195,83.01524014564224,146.19287870141397,24.89307730377717,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6.353573693679914,31.290301245959043,6.654263810843062,21.96980505389552,1.05,20.89480550911927,0,0,1,3.4578657796555547
60,9.989091961846464,5.8423688179481985,3.1965094277908683,11,0,54.755512528820475,71.48899076558568,56.4967467931075,26.071216443124214,5,0,1,0,0,0,0,0,0,0,1,0,1,0,6.28944832733512,16.733478236765208,5.655844095629307,9.989091961846464,1.05,9.382632568140043,0,0,1,1.5882302297376385
40,7.6580665439879745,5.236355341105424,1.148709981598196,22,5,68.91815142676872,88.79444849347215,43.10237552686208,10.380518153676798,1,0,0,0,1,0,1,0,0,0,0,1,0,0,5.0395523544546075,19.87629706670343,5.628362626425588,7.6580665439879745,0.9624160367601655,8.394732864966247,0,0,1,1.5195926156454722
64,25.442279713001263,1.6215296811652105,8.141529508160405,13,4,22.590519691384564,66.1324882874977,141.9372844155241,19.22838910656593,4,0,0,1,0,0,0,0,0,0,1,1,0,0,1.7465321845075366,43.54196859611313,5.578795847566784,25.442279713001263,1.05,25.638595114804748,0,1,0,14.567312265233252
64,14.83568735262275,5.328346381360166,1.78028248231473,0,2,59.50784005996691,83.75526594467067,84.5486647702817,19.140030580609324,2,0,0,1,0,0,0,1,0,0,0,0,0,1,5.183443022694968,24.24742588470376,5.699005564129433,14.83568735262275,0.9728051916496823,14.963269727011717,0,0,1,2.8621299178300608
64,26.962018596388685,6.685867608162254,4.044302789458302,17,0,41.217794615119246,84.29039356697601,164.55806826598757,24.796955739605636,5,0,0,1,0,0,1,0,0,0,0,1,0,0,7.339550556034306,43.07259895185676,6.103328935765537,26.962018596388685,1.05,25.668662497815678,0,0,1,3.673524474086702
60,22.345379668787626,5.206317534639467,7.1505214940120405,16,3,32.407755768650404,70.76830474013167,142.39878163870605,14.449133196405306,2,0,1,0,0,0,0,0,0,0,1,0,1,0,5.3045771029417175,38.360548971481265,6.372627529690663,22.345379668787626,1.018873141649255,23.585741930959554,0,0,1,4.212471462879807
75,11.754149528262502,6.977747630288343,1.4104979433915001,8,5,17.342605439510677,34.429442450385295,73.96442287405493,13.21791733778857,6,0,0,0,0,1,0,1,0,0,0,0,0,1,7.458987367752906,17.086837010874618,6.292622251929813,11.754149528262502,1.05,12.5513256655092,0,0,1,1.5758371678009098
40,12.085717263508432,100.4003763596326,4.230001042227951,8,5,54.13033638925226,84.42819103404194,79.20848660568143,19.35199728248923,2,0,0,0,1,0,0,0,0,1,0,1,0,0,108.90270967801267,30.297854644789687,6.553892075966664,12.085717263508432,1.05,12.164033039806636,1,0,0,0.11097719514272586
75,26.288129935375345,7.012042564769299,3.1545755922450414,22,2,24.151455948621226,61.246948809369904,175.98970267578116,27.450873786028584,1,0,0,0,0,1,0,1,0,0,0,1,0,0,6.919278860402503,37.09549286074868,6.694645191895365,26.288129935375345,0.9867708013021954,24.32943455318333,0,0,1,3.799258631678581
75,13.327403934398308,6.5814780369155805,3.9982211803194923,9,5,32.28532011238275,51.68680870453575,87.5469471369036,8.40498307672053,3,0,0,0,0,1,0,0,1,0,0,1,0,0,6.062150826093706,19.401488592153,6.568942276218033,13.327403934398308,0.9210926165963083,14.872718676025606,0,0,1,2.1984612914994304
40,15.873491321298369,86.24313226158291,1.9048189585558042,18,3,13.752533613842106,56.98007403464518,81.49611919149605,9.801550773302978,4,0,0,0,1,0,0,1,0,0,0,0,0,1,94.67306742792697,43.227540420803074,5.134101726073839,15.873491321298369,1.05,17.492341274205142,1,0,0,0.1676663886842221
75,21.694586419911893,6.695473258797479,2.603350370389427,14,0,58.08201494917114,89.87512125097861,139.38017489588762,13.835960736235293,3,0,0,0,0,1,0,1,0,0,0,0,0,1,6.802193901674186,31.79310630180747,6.424652316393579,21.694586419911893,1.0159392232261524,23.031849244946628,0,0,1,3.1893513671482263
42,6.838999374308159,1.4550316421005576,2.0516998122924477,4,2,55.9953114382986,72.60499345600273,37.44433700541895,15.25938342334758,5,1,0,0,0,0,0,0,1,0,0,0,1,0,1.3970443979642897,16.60968201770413,5.475119232512997,6.838999374308159,0.9601470906484518,7.163210112323767,0,1,0,4.895334310257885
60,18.236422408244852,1.8625235876715072,5.835655170638353,14,5,54.01694980253875,87.33632684912284,97.36919176815192,3.875337580499881,4,0,1,0,0,0,0,0,0,0,1,1,0,0,1.8765270462700614,33.319377046584094,5.339270476874369,18.236422408244852,1.007518540270441,21.17698395896841,0,1,0,9.718177227710656
42,19.158375597483065,5.837081005806699,6.130680191194581,19,5,27.966610629513198,77.95516279574976,119.72604986429592,29.98556229532118,3,1,0,0,0,0,0,0,0,0,1,0,1,0,5.499939192538988,49.98855216623656,6.249279812638444,19.158375597483065,0.9422413680858079,17.245304067424783,0,0,1,3.4833795296269097
64,10.100033496914238,3.7012457695325516,1.2120040196297084,22,3,20.408804455957434,36.429664122493975,57.32312140551322,16.957547269207105,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3.9546221131174435,16.02085966653654,5.675537751733851,10.100033496914238,1.05,10.407322241852102,0,0,1,2.553981950238058
64,25.519158185747663,5.883749877508003,7.655747455724299,1,4,48.25319586821379,90.92347307299491,132.77135421622182,15.75916380656023,3,0,0,1,0,0,0,0,1,0,0,0,1,0,5.3884498156379985,42.67027720478112,5.202810894066797,25.519158185747663,0.9158189807212227,26.60138388235,0,0,1,4.735899759461
60,9.911742302754249,1.887123827072378,2.9735226908262744,12,4,39.76998304679317,58.06234317429549,53.00535657304219,30.981100304283338,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1.9314851632000214,18.29236012750232,5.34773352191705,9.911742302754249,1.0235073795854002,8.823323938586721,0,1,0,5.131668879264285
75,28.035213200152285,1.4349003273073144,9.8123246200533,23,6,20.695148014278494,61.99068119268198,143.02648884095876,23.7423479609905,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1.481854477051812,41.29553317840349,5.10167295036593,28.035213200152285,1.0327229347230062,26.986037970597046,0,1,0,18.91900563402762
64,23.043018729568473,1.677343854890043,7.3737659934619115,15,5,51.15467626299182,90.53779318784835,154.98279365220637,13.71662498133321,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1.5604343081361731,39.38311692485653,6.725802529220473,23.043018729568473,0.930300786917937,24.490898011968888,0,1,0,14.767054665115449
60,12.172500584213394,6.266839094109677,1.825875087632009,14,0,69.46758590927823,91.48716133329552,62.61914534032964,19.31686276246524,3,0,1,0,0,0,1,0,0,0,0,0,1,0,6.187799812516506,22.01957542401729,5.144312370914228,12.172500584213394,0.9873876957097141,12.25565546844329,0,0,1,1.96717750299407
64,14.247461410003293,6.4979567707882655,4.559187651201054,9,2,54.83317526452226,77.86609996710025,78.03363657875754,17.66610294098817,3,0,0,1,0,0,0,0,0,0,1,1,0,0,6.476655901980446,23.032924702577994,5.47702038511712,14.247461410003293,0.9967219128167214,14.579982492835207,0,0,1,2.199817564130074
42,16.038470347344695,5.031161621686945,5.132310511150303,13,5,54.39918320113671,96.10003887965348,93.81339164803718,29.58680685543421,2,1,0,0,0,0,0,0,0,0,1,1,0,0,4.8126868901531985,41.700855678516774,5.849273005238232,16.038470347344695,0.9565756880892068,14.500893172578671,0,0,1,3.3325397461778685
75,19.46274677720123,4.255416268922499,6.81196137202043,9,1,67.01876517583551,95.47658565132801,111.75175192871126,16.660606386531256,6,0,0,0,0,1,0,0,0,1,0,0,1,0,4.188538512589775,28.457820475492497,5.741828386711473,19.46274677720123,0.9842840859492091,20.11268450008468,0,0,1,4.646667738329426
42,16.090053133168947,54.23422787723838,2.413507969975342,13,2,22.17618205449413,61.408903202966485,108.46476302350253,6.463523665134321,3,1,0,0,0,0,1,0,0,0,0,1,0,0,58.15983474309995,39.23272114847235,6.741106578442996,16.090053133168947,1.05,18.268079367807676,1,0,0,0.2766523186360646
75,11.546780073824516,5.644986781259732,4.04137302583858,22,6,43.93299789528642,59.852363789919806,59.72595204895045,2.982207145557634,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5.454939289827635,15.919365894633387,5.172520102322176,11.546780073824516,0.966333403638248,13.511787188145998,0,0,1,2.1167568437208715
40,11.783284688051037,5.17577095999016,1.7674927032076555,8,4,68.77880290203301,100.0,70.95878100859824,29.801290779253502,4,0,0,0,1,0,1,0,0,0,0,0,0,1,5.585200952932753,31.221197097966993,6.021986473818691,11.783284688051037,1.05,10.6283706924279,0,0,1,2.109733344842984
60,22.021885954272868,7.010354262053931,2.642626314512744,13,5,19.917646658210472,58.353035325503235,139.2854123790776,11.691082417898958,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6.606240358657104,38.43538866729276,6.324863032543872,22.021885954272868,0.9423547101486384,23.851666308237686,0,0,1,3.3334975354649994
42,18.099367353146572,3.724238158545166,2.714905102971986,2,3,52.01511756667126,98.2928299200646,122.66043249915546,23.36169324506648,5,1,0,0,0,0,1,0,0,0,0,1,0,0,3.3920007747704704,46.27771235339335,6.7770563526261025,18.099367353146572,0.9107905108022198,17.490922143436077,0,0,1,5.335897175427774
75,10.877538734656563,6.0359627707502215,3.8071385571297967,19,1,45.14860875831412,60.44350391971302,67.62204973146618,18.574107445720415,5,0,0,0,0,1,0,0,0,1,0,1,0,0,6.187700501640401,15.294895161398898,6.216668253822698,10.877538734656563,1.0251389441342296,11.032640749562908,0,0,1,1.757929093654881
40,12.822820629238318,52.49662221200572,4.103302601356262,15,5,45.18874553132242,78.90932554574633,83.9479218072573,14.666761696973941,1,0,0,0,1,0,0,0,0,0,1,1,0,0,53.08312815916179,33.72058001442391,6.546759424821171,12.822820629238318,1.0111722606606475,13.506692210565182,1,0,0,0.24156113390286676
40,12.753434245784145,67.14341767105427,1.9130151368676218,1,6,51.86023765120451,85.82506105281752,66.96451953467655,15.921220663974996,1,0,0,0,1,0,1,0,0,0,0,0,1,0,73.84185359230094,33.96482340161301,5.250704888121626,12.753434245784145,1.05,13.273618686434725,1,0,0,0.1727128129285459
40,9.565163844051838,1.626789499961417,1.4347745766077757,9,0,65.77701537254106,89.91544499441235,55.42716998547328,30.667023052236264,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1.802044374550717,24.138429621871296,5.794691119686469,9.565163844051838,1.05,8.54484561182266,0,1,0,5.3079513352364645
42,10.731129550139594,95.48724428028683,3.219338865041878,2,1,56.954916391080275,85.29357337385059,61.95193596670895,6.415492570855001,4,1,0,0,0,0,0,0,1,0,0,0,0,1,88.06480220595688,28.338656982770317,5.773104842062322,10.731129550139594,0.9222677109358961,12.188900641109482,1,0,0,0.12185492139121297
64,7.211737530148091,6.037092008854483,2.307756009647389,10,6,13.3681662049726,24.88742873656674,48.28488179141035,14.908358153952594,3,0,0,1,0,0,0,0,0,0,1,0,1,0,6.521475853324808,11.51926253159414,6.695318789620292,7.211737530148091,1.05,7.578933376060217,0,0,1,1.1058443966286207
42,14.883012503325883,1.855106517433878,1.7859615003991058,10,5,61.163681192542676,100.0,79.95851002915992,25.25252608546961,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1.8754443052565724,38.836318807457324,5.372468108273894,14.883012503325883,1.0109631374972619,14.101278389284987,0,1,0,7.935726196513095
75,23.49419954488386,5.864418987985207,8.22296984070935,20,0,23.532479795543956,55.50537897167092,126.24361695268142,7.734839932429951,4,0,0,0,0,1,0,0,0,1,0,0,0,1,5.516488929699459,31.972899176126965,5.3733951102059345,23.49419954488386,0.9406710095239488,26.37580072565818,0,0,1,4.258904503260525
40,4.734737356178684,145.3535097851509,0.568168482741442,20,1,32.61484988418232,44.924491958949275,26.94730629920553,28.53826246222068,3,0,0,0,1,0,0,1,0,0,0,1,0,0,134.8533240099943,12.309642074766955,5.691404669794437,4.734737356178684,0.9277610441558856,4.33047305381134,1,0,0,0.03511027548588851
64,23.45392406832101,6.761977867548591,7.5052557018627235,21,0,37.70396881674293,74.93420453516235,121.91440931907525,25.137997726029003,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6.73584590375679,37.23023571841942,5.198038885260307,23.45392406832101,0.9961354555865656,22.24886198302611,0,0,1,3.481956743582871
42,10.955171162835267,5.662649243463925,1.64327567442529,12,0,38.85436004518418,67.5256431344317,59.469319248150306,20.174365481058693,3,1,0,0,0,0,1,0,0,0,0,1,0,0,5.589943613926559,28.671283089247524,5.4284244731744815,10.955171162835267,0.9871604921280819,10.936069125936386,0,0,1,1.9597999406544993
64,6.96104875518773,6.585030218399661,1.0441573132781594,6,1,36.11082395532141,47.48927433232141,47.5953170866666,13.974744765805859,2,0,0,1,0,0,1,0,0,0,0,1,0,0,6.36889049067152,11.378450377,6.837377349382322,6.96104875518773,0.9671771092068475,7.380469709664485,0,0,1,1.0929766755109922
64,20.527702261229187,1.721288805161817,6.56886472359334,22,1,66.24119765295187,100.0,120.51261990740895,6.707470758528343,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1.5758727891442854,33.75880234704813,5.870731091760911,20.527702261229187,0.9155191066243756,23.256353086905317,0,1,0,13.026243236534297
